29-12-2015 10:12:30.926,Si73750BA6,12/29/2015 10:12:30,0,4,1337.0000,6.0000,1577.0000,6.0000
29-12-2015 10:12:30.926,Si73750BA6,12/29/2015 10:12:30,1,4,1262.0000,20.0000,500000.0000,1.0000
29-12-2015 10:12:30.927,Si73750BA6,12/29/2015 10:12:30,2,4,1212.0000,25.0000,0.0000,0.0000
29-12-2015 10:12:39.196,Si73750BA6,12/29/2015 10:12:39,0,4,1353.0000,6.0000,1593.0000,6.0000
29-12-2015 10:12:39.197,Si73750BA6,12/29/2015 10:12:39,1,4,1262.0000,20.0000,500000.0000,1.0000
29-12-2015 10:12:39.197,Si73750BA6,12/29/2015 10:12:39,2,4,1212.0000,25.0000,0.0000,0.0000
29-12-2015 10:12:39.903,Si73750BA6,12/29/2015 10:12:39,0,4,1353.0000,6.0000,1593.0000,6.0000
29-12-2015 10:12:39.904,Si73750BA6,12/29/2015 10:12:39,1,4,1278.0000,20.0000,500000.0000,1.0000
29-12-2015 10:12:39.905,Si73750BA6,12/29/2015 10:12:39,2,4,1228.0000,25.0000,0.0000,0.0000
29-12-2015 10:12:42.415,Si73750BA6,12/29/2015 10:12:42,0,4,1370.0000,6.0000,1610.0000,6.0000
29-12-2015 10:12:42.415,Si73750BA6,12/29/2015 10:12:42,1,4,1278.0000,20.0000,500000.0000,1.0000
29-12-2015 10:12:42.416,Si73750BA6,12/29/2015 10:12:42,2,4,1228.0000,25.0000,0.0000,0.0000
29-12-2015 10:12:43.249,Si73750BA6,12/29/2015 10:12:43,0,4,1370.0000,6.0000,1610.0000,6.0000
29-12-2015 10:12:43.250,Si73750BA6,12/29/2015 10:12:43,1,4,1295.0000,20.0000,500000.0000,1.0000
29-12-2015 10:12:43.250,Si73750BA6,12/29/2015 10:12:43,2,4,1245.0000,25.0000,0.0000,0.0000
29-12-2015 10:12:43.565,Si73750BA6,12/29/2015 10:12:43,0,4,1353.0000,6.0000,1593.0000,6.0000
29-12-2015 10:12:43.565,Si73750BA6,12/29/2015 10:12:43,1,4,1295.0000,20.0000,500000.0000,1.0000
29-12-2015 10:12:43.565,Si73750BA6,12/29/2015 10:12:43,2,4,1245.0000,25.0000,0.0000,0.0000
29-12-2015 10:12:49.805,Si73750BA6,12/29/2015 10:12:49,0,4,1371.0000,6.0000,1611.0000,6.0000
29-12-2015 10:12:49.805,Si73750BA6,12/29/2015 10:12:49,1,4,1295.0000,20.0000,500000.0000,1.0000
29-12-2015 10:12:49.806,Si73750BA6,12/29/2015 10:12:49,2,4,1245.0000,25.0000,0.0000,0.0000
29-12-2015 10:12:59.651,Si73750BA6,12/29/2015 10:12:59,0,4,1371.0000,6.0000,1611.0000,6.0000
29-12-2015 10:12:59.651,Si73750BA6,12/29/2015 10:12:59,1,4,1274.0000,20.0000,500000.0000,1.0000
29-12-2015 10:12:59.652,Si73750BA6,12/29/2015 10:12:59,2,4,1224.0000,25.0000,0.0000,0.0000
29-12-2015 10:13:00.827,Si73750BA6,12/29/2015 10:13:00,0,4,1350.0000,6.0000,1590.0000,6.0000
29-12-2015 10:13:00.828,Si73750BA6,12/29/2015 10:13:00,1,4,1274.0000,20.0000,500000.0000,1.0000
29-12-2015 10:13:00.828,Si73750BA6,12/29/2015 10:13:00,2,4,1224.0000,25.0000,0.0000,0.0000
29-12-2015 10:13:19.310,Si73750BA6,12/29/2015 10:13:19,0,4,1334.0000,6.0000,1574.0000,6.0000
29-12-2015 10:13:19.311,Si73750BA6,12/29/2015 10:13:19,1,4,1274.0000,20.0000,500000.0000,1.0000
29-12-2015 10:13:19.311,Si73750BA6,12/29/2015 10:13:19,2,4,1224.0000,25.0000,0.0000,0.0000
29-12-2015 10:13:19.467,Si73750BA6,12/29/2015 10:13:19,0,4,1334.0000,6.0000,1574.0000,6.0000
29-12-2015 10:13:19.468,Si73750BA6,12/29/2015 10:13:19,1,4,1256.0000,20.0000,500000.0000,1.0000
29-12-2015 10:13:19.468,Si73750BA6,12/29/2015 10:13:19,2,4,1206.0000,25.0000,0.0000,0.0000
29-12-2015 10:13:53.813,Si73750BA6,12/29/2015 10:13:53,0,4,1334.0000,6.0000,1574.0000,6.0000
29-12-2015 10:13:53.813,Si73750BA6,12/29/2015 10:13:53,1,4,1272.0000,20.0000,500000.0000,1.0000
29-12-2015 10:13:53.814,Si73750BA6,12/29/2015 10:13:53,2,4,1206.0000,25.0000,0.0000,0.0000
29-12-2015 10:13:53.852,Si73750BA6,12/29/2015 10:13:53,0,4,1334.0000,6.0000,1574.0000,6.0000
29-12-2015 10:13:53.853,Si73750BA6,12/29/2015 10:13:53,1,4,1272.0000,20.0000,500000.0000,1.0000
29-12-2015 10:13:53.853,Si73750BA6,12/29/2015 10:13:53,2,4,1222.0000,25.0000,0.0000,0.0000
