29-12-2015 10:48:23.227,Si77500BA6,12/29/2015 10:48:24,397.0000,1.0000,Buy
29-12-2015 10:50:18.748,Si77500BA6,12/29/2015 10:50:22,412.0000,1.0000,Buy
29-12-2015 10:57:58.517,Si77500BA6,12/29/2015 10:58:01,432.0000,1.0000,Buy
29-12-2015 12:16:46.867,Si77500BA6,12/29/2015 12:16:50,487.0000,2.0000,Sell
29-12-2015 16:12:00.245,Si77500BA6,12/29/2015 16:11:05,450.0000,1.0000,Sell
29-12-2015 16:12:00.264,Si77500BA6,12/29/2015 16:11:05,450.0000,2.0000,Sell
29-12-2015 16:12:00.284,Si77500BA6,12/29/2015 16:11:05,450.0000,1.0000,Sell
29-12-2015 16:12:00.302,Si77500BA6,12/29/2015 16:11:05,450.0000,1.0000,Sell
29-12-2015 17:32:47.921,Si77500BA6,12/29/2015 17:27:03,420.0000,20.0000,Buy
29-12-2015 17:32:48.267,Si77500BA6,12/29/2015 17:27:03,420.0000,20.0000,Buy
29-12-2015 17:32:48.465,Si77500BA6,12/29/2015 17:27:04,420.0000,20.0000,Buy
29-12-2015 17:32:48.961,Si77500BA6,12/29/2015 17:27:04,420.0000,20.0000,Buy
29-12-2015 17:32:50.660,Si77500BA6,12/29/2015 17:27:07,420.0000,15.0000,Buy
29-12-2015 17:32:52.944,Si77500BA6,12/29/2015 17:27:13,420.0000,5.0000,Buy
29-12-2015 17:32:53.092,Si77500BA6,12/29/2015 17:27:13,420.0000,15.0000,Buy
29-12-2015 17:32:53.582,Si77500BA6,12/29/2015 17:27:14,420.0000,20.0000,Buy
29-12-2015 17:32:54.315,Si77500BA6,12/29/2015 17:27:14,420.0000,20.0000,Buy
29-12-2015 17:32:54.417,Si77500BA6,12/29/2015 17:27:15,421.0000,37.0000,Buy
29-12-2015 17:33:16.238,Si77500BA6,12/29/2015 17:28:25,422.0000,195.0000,Buy
29-12-2015 18:42:32.717,Si77500BA6,12/29/2015 18:42:33,415.0000,1.0000,Buy
